cycle,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled,delta_line_mAcm2,m_fit,b_ox_fit,b_red_fit,is_outlier_zscore,delta_line_mAcm2_no_outliers_zscore,is_sampled
249.0,0.018022155393245115,0.1801458761188679,-0.20848320116135688,-0.226505356554602,0.0,0.018022155393245115,True,0.020029788608425858,0.15823180844969492,-0.18485653092837373,-0.2048863195367996,0.0,0.020029788608425858,True
250.0,0.018069688486096247,0.17330103616183265,-0.20130723150237106,-0.2193769199884673,,,False,0.019888259837689493,0.157899121016827,-0.18452529744996338,-0.20441355728765287,,,False
251.0,0.01684973208139401,0.1467320547798059,-0.17512127158182306,-0.19197100366321707,,,False,0.019983844967179865,0.1557355288220545,-0.18230603510862803,-0.2022898800758079,,,False
252.0,0.018556268988542846,0.22398852058718177,-0.2529493591150543,-0.27150562810359713,,,False,0.020082239052989614,0.15740907017543773,-0.18391078583542703,-0.20399302488841664,,,False
253.0,0.017808875436209654,0.18885551235230852,-0.217568851254534,-0.23537772669074367,,,False,0.020546120375343147,0.1553805900465442,-0.18194618948821983,-0.20249230986356298,,,False
254.0,0.01794263882205513,0.18298582133906138,-0.2114095242221456,-0.22935216304420072,,,False,0.0202579313575606,0.16240785821696999,-0.1892432154556381,-0.2095011468131987,,,False
255.0,0.018029267857142928,0.18254700680272054,-0.210863486339183,-0.22889275419632593,,,False,0.02038753070473806,0.15872948370927226,-0.1855009347717857,-0.20588846547652376,,,False
256.0,0.017154149791144546,0.15029900716075859,-0.17849085406843562,-0.19564500385958017,,,False,0.020311929148466412,0.1542009201575359,-0.18098712959953378,-0.2012990587480002,,,False
257.0,0.018376421788399655,0.19236029359111992,-0.22066500778045034,-0.23904142956885,,,False,0.0204559077652465,0.15805853920515497,-0.1848846963104181,-0.2053406040756646,,,False
258.0,0.017622396620121827,0.1762798657357677,-0.2047223226756495,-0.22234471929577132,,,False,0.020155427078410337,0.159751790547797,-0.18685230102486466,-0.207007728103275,,,False
259.0,0.01729219448681235,0.22728823236663054,-0.25765958095747116,-0.2749517754442835,0.0,0.01729219448681235,True,0.020409354469507146,0.15898729573934728,-0.18604887103800466,-0.2064582255075118,0.0,0.020409354469507146,True
260.0,0.017508325272705655,0.16569899570354385,-0.19398597549268448,-0.21149430076539014,,,False,0.020270768551139795,0.16240658145363326,-0.18965704517576,-0.20992781372689978,,,False
261.0,0.017348398330946396,0.1748769287504469,-0.20363021318182972,-0.22097861151277612,,,False,0.020515920755460104,0.16564575116362232,-0.19290100432898216,-0.21341692508444227,,,False
262.0,0.017868021427378006,0.18507934192624345,-0.21357575709577153,-0.23144377852314954,,,False,0.02039464126029364,0.1615337218045104,-0.1889222937435544,-0.20931693500384804,,,False
263.0,0.01792889481203014,0.18470450984604303,-0.21312336217021627,-0.2310522569822464,,,False,0.020427525563909782,0.16290085141424918,-0.1901709151937337,-0.21059844075764347,,,False
264.0,0.01786591152106462,0.18579225241675568,-0.21430957285209612,-0.23217548437316074,,,False,0.02026215986931615,0.15590001575366902,-0.18316599741059708,-0.20342815727991323,,,False
265.0,0.01871244483231893,0.18090932975295315,-0.20851727762551603,-0.22722972245783496,,,False,0.02063233685702351,0.15490081310418802,-0.18201304312797967,-0.20264537998500318,,,False
266.0,0.017942153764769098,0.1841638188327957,-0.21254905094325616,-0.23049120470802525,,,False,0.02028301875164104,0.16224404940923656,-0.18983214713694868,-0.21011516588858972,,,False
267.0,0.017216379158610795,0.1609789355531676,-0.18948865744897214,-0.20670503660758294,,,False,0.020336823987349345,0.16129669244539824,-0.1888215223673102,-0.20915834635465955,,,False
268.0,0.01795169623642437,0.18284990726816966,-0.21123222709856215,-0.22918392333498652,,,False,0.02041435817400647,0.15321266416040005,-0.18043412051609287,-0.20084847869009934,,,False
269.0,0.01786543406552099,0.18547419763694886,-0.21401012338365993,-0.23187555744918092,0.0,0.01786543406552099,True,0.020765802496121255,0.1586894905119934,-0.18594599432246606,-0.2067117968185873,0.0,0.020765802496121255,True
270.0,0.01795976184031514,0.1844670286430354,-0.21289088514994764,-0.23085064699026278,,,False,0.020537411625492358,0.16030568421052543,-0.18787512136455325,-0.2084125329900456,,,False
271.0,0.017197689088196688,0.16623895273898967,-0.1948652632093334,-0.21206295229753008,,,False,0.020679730498866233,0.16610729931972687,-0.19371356871666562,-0.21439329921553185,,,False
272.0,0.017761075123523123,0.18386222627998522,-0.21242354924858814,-0.23018462437211126,,,False,0.0208582827521184,0.16164056569996316,-0.18937808739169254,-0.21023637014381094,,,False
273.0,0.018316504603771377,0.16168243788041475,-0.18896493565211325,-0.20728144025588463,,,False,0.020619414773839356,0.1596359480844958,-0.1874493937879868,-0.20806880856182616,,,False
274.0,0.018449236506146383,0.17442548227712093,-0.20198764783920897,-0.22043688434535536,,,False,0.020894351350399826,0.1619099233798774,-0.1896344957766551,-0.2105288471270549,,,False
275.0,0.0179527168224132,0.18388695345506575,-0.21224582860612412,-0.23019854542853732,,,False,0.02088388525122331,0.15648792588614316,-0.18415937674763622,-0.20504326199885953,,,False
276.0,0.018366961396944853,0.1800480032223408,-0.20782944923918922,-0.22619641063613408,,,False,0.02108846286549712,0.1652779466523442,-0.19318500715529802,-0.21427347002079514,,,False
277.0,0.017962283616780123,0.18855057823129187,-0.2169854233708156,-0.23494770698759573,,,False,0.02100390694891993,0.1601536616541344,-0.18822052410531592,-0.20922443105423585,,,False
278.0,0.018307129016589152,0.16363406015037546,-0.19106739362648711,-0.20937452264307627,,,False,0.02117047099534558,0.1666653573218751,-0.19499909337015642,-0.216169564365502,,,False
279.0,0.01827220113438363,0.19502365556748946,-0.22347169104268455,-0.24174389217706818,0.0,0.01827220113438363,True,0.021062826329514284,0.16175892409595322,-0.18995072334810148,-0.21101354967761576,0.0,0.021062826329514284,True
280.0,0.017922053924692732,0.1856955925528098,-0.21415072062274892,-0.23207277454744166,,,False,0.02125205100190955,0.16366380665950472,-0.19191096070332858,-0.21316301170523813,,,False
281.0,0.017951815515574704,0.18494258718224077,-0.213345246736167,-0.2312970622517417,,,False,0.02070558145960144,0.1552285452917998,-0.18343954391108014,-0.20414512537068158,,,False
282.0,0.017799135538250466,0.1909200633727167,-0.21968534425857483,-0.2374844797968253,,,False,0.02082393663145965,0.16369657321876024,-0.19209202746994175,-0.2129159641014014,,,False
283.0,0.017700436029955913,0.2011071149301816,-0.2301468685616574,-0.2478473045916133,,,False,0.021218272860723253,0.16411330075187897,-0.1926126132554773,-0.21383088611620055,,,False
284.0,0.017957234551855883,0.18562723344074417,-0.21402380160200368,-0.23198103615385957,,,False,0.02096380749194418,0.15738912602935817,-0.18583213289600686,-0.20679594038795104,,,False
285.0,0.01727741768707486,0.18985068707482952,-0.21901495285881595,-0.2362923705458908,,,False,0.021394691322353526,0.16272460150375836,-0.19124643773340388,-0.2126411290557574,,,False
286.0,0.0177124928511756,0.19958445112781886,-0.22866168862653424,-0.24637418147770984,,,False,0.02133834870688628,0.1674026777658424,-0.19612156754602506,-0.21745991625291133,,,False
287.0,0.01656655589628836,0.13597113175796555,-0.16425656181774576,-0.18082311771403412,,,False,0.02142909192087361,0.16542385678481825,-0.19414212706172485,-0.21557121898259846,,,False
288.0,0.017070195826470985,0.1977343623344069,-0.2273976367858942,-0.24446783261236518,,,False,0.02123610271273424,0.17020527783744976,-0.19932598011204694,-0.22056208282478118,,,False
289.0,0.01799627756414851,0.24749260615825205,-0.27765786337993265,-0.29565414094408116,0.0,0.01799627756414851,True,0.021247563373910983,0.17053567382742482,-0.1996379957780693,-0.22088555915198027,0.0,0.021247563373910983,True
290.0,0.018582987952022928,0.19222888148943684,-0.22015164271773474,-0.23873463066975767,,,False,0.02161782894736844,0.17259250411743546,-0.20179487662076523,-0.22341270556813367,,,False
291.0,0.017506677222818956,0.19410147869674108,-0.22323707665656206,-0.24074375387938102,,,False,0.02116754949039265,0.16879485964912178,-0.19804248961791882,-0.21921003910831147,,,False
292.0,0.017810548413295185,0.19130683924095912,-0.2200457040977053,-0.23785625251100048,,,False,0.021333588957512833,0.1627183766559246,-0.1914898112992114,-0.21282340025672422,,,False
293.0,0.017910830409953504,0.18350362656641528,-0.21185394031544286,-0.22976477072539636,,,False,0.021011328099415222,0.15677335087719205,-0.18516230022611796,-0.20617362832553318,,,False
294.0,0.01800783283088686,0.18235853598281357,-0.21057161045323453,-0.2285794432841214,,,False,0.021122258391216175,0.15582973970640793,-0.18393823825522643,-0.2050604966464426,,,False
295.0,0.01633611080379524,0.17995126029359063,-0.2097689087060574,-0.22610501950985265,,,False,0.021102126118271863,0.15907855388471082,-0.187072633913336,-0.20817476003160787,,,False
296.0,0.017825058159088303,0.18613071715001733,-0.21462485943536563,-0.23244991759445394,,,False,0.02172615066416042,0.15746804797708464,-0.1854102269144638,-0.20713637757862421,,,False
297.0,0.01686888576799145,0.28976787862513376,-0.32349681134228736,-0.3403656971102788,,,False,0.021227265143215213,0.16203741783028916,-0.19050811178646532,-0.21173537692968053,,,False
298.0,0.018143648677049817,0.2101800626566413,-0.23848582123794815,-0.25662946991499797,,,False,0.02165094988363761,0.16399811672037143,-0.1922329736978151,-0.21388392358145272,,,False
299.0,0.014891422043203345,0.19898913927676137,-0.2279892226423309,-0.24288064468553425,0.0,0.014891422043203345,True,0.021775876466762212,0.15994751414249836,-0.18828617468122016,-0.21006205114798238,0.0,0.021775876466762212,True
300.0,0.01957575816207191,0.46172424668814854,-0.4959209873525473,-0.5154967455146192,,,False,0.02094151205991171,0.16030098496240497,-0.18901030684656178,-0.2099518189064735,,,False
301.0,0.027399728430600328,-0.007731679914070437,-0.004593245786763078,-0.031992974217363405,,,False,0.03645434926005492,0.014701218761188248,-0.021479712726386956,-0.057934061986441875,,,False
302.0,0.015713812476429168,0.2098628227712127,-0.24018342219274658,-0.25589723466917574,,,False,0.020765989569160953,0.15307377551020313,-0.179698561107142,-0.20046455067630295,,,False
303.0,0.017807550646258552,0.1709404557823129,-0.19831158207253052,-0.21611913271878908,,,False,0.020205992644707016,0.15470327103472858,-0.18179930694708096,-0.20200529959178798,,,False
304.0,0.017393781775271566,0.24442749015395673,-0.27522958439566103,-0.2926233661709326,,,False,0.02057545725802601,0.155308374865735,-0.1823895248068199,-0.20296498206484592,,,False
305.0,0.020940077018737346,0.16681675080558644,-0.1903816635012578,-0.21132174051999514,,,False,0.020781643172813002,0.15227006050841316,-0.17924886443467525,-0.20003050760748825,,,False
306.0,0.010905535488721835,0.11327870569280288,-0.14318562554924755,-0.15409116103796938,,,False,0.020600709894975533,0.14942255889724215,-0.17640516053693067,-0.1970058704319062,,,False
307.0,0.018296612873254625,0.25567234658073573,-0.2860268683764192,-0.30432348124967384,,,False,0.021275249333452706,0.15440420730397325,-0.18151194294752854,-0.20278719228098124,,,False
308.0,0.016289468509965405,0.08559230648048825,-0.1129947702710905,-0.1292842387810559,,,False,0.021132672372598166,0.16371337987826634,-0.19144362521714925,-0.21257629758974741,,,False
309.0,0.017861448447905492,0.11287346079484294,-0.13841922457532843,-0.15628067302323392,0.0,0.017861448447905492,True,0.021276133354815596,0.15834743036161744,-0.1860297079883092,-0.2073058413431248,0.0,0.021276133354815596,True
310.0,0.01563211403508777,0.15857275008950847,-0.18673797467622016,-0.20237008871130793,,,False,0.020890503493853713,0.15831559935553083,-0.18624611954763615,-0.20713662304148986,,,False
311.0,0.015081422188805427,0.1812251317579646,-0.21206925259154052,-0.22715067478034595,,,False,0.02084453943788045,0.15908606766917194,-0.18698210374709884,-0.2078266431849793,,,False
312.0,0.018793081147511687,0.09764536376655915,-0.12334922816539409,-0.14214230931290578,,,False,0.020725162565938704,0.1685410422484774,-0.19677094880717766,-0.21749611137311636,,,False
313.0,0.018647971919083406,0.15539332545649637,-0.18169557974860806,-0.20034355166769147,,,False,0.02150302341329513,0.16295122019333963,-0.19097406037132036,-0.2124770837846155,,,False
314.0,0.018236614616302667,-0.006137516290728339,-0.016234226957564497,-0.034470841573867164,,,False,0.020877879005847977,0.1621153891872528,-0.19057298723268778,-0.21145086623853576,,,False
315.0,0.016579328405537774,0.3318990991765127,-0.364717205832103,-0.38129653423764076,,,False,0.021140190594343022,0.15668659147869576,-0.1848061049453983,-0.2059462955397413,,,False
316.0,0.01664676122628006,0.2283352660221979,-0.2577514571620145,-0.27439821838829453,,,False,0.02136791241436925,0.1585042764052981,-0.18663113940486853,-0.20799905181923778,,,False
317.0,0.01761322207005611,0.05057174185463591,-0.07651450046321087,-0.09412772253326698,,,False,0.021045891780045345,0.15917061224489693,-0.18776141034693772,-0.20880730212698306,,,False
318.0,0.01674267311910735,0.1620258893662727,-0.1907078310584725,-0.20745050417757985,,,False,0.02119836068504599,0.15880844862155288,-0.1872586624239696,-0.2084570231090156,,,False
319.0,0.015430733799379454,0.1520800050125297,-0.18125000507500155,-0.196680738874381,0.0,0.015430733799379454,True,0.02140259382265186,0.16236194629430611,-0.1909994593731461,-0.21240205319579797,0.0,0.02140259382265186,True
320.0,0.019276159615109256,0.12391811134980231,-0.1488290749257457,-0.16810523454085496,,,False,0.021336717995584287,0.16050871750805484,-0.1892624940485489,-0.21059921204413318,,,False
321.0,0.018953203837570154,0.16053775044754598,-0.18754458939326807,-0.20649779323083822,,,False,0.021461565284640216,0.16337420909416303,-0.19231287246032847,-0.21377443774496868,,,False
322.0,0.017684037757489002,0.14714250662370162,-0.17370749236049576,-0.19139153011798477,,,False,0.021464766615347908,0.16711317221625402,-0.1962317809364474,-0.2176965475517953,,,False
323.0,0.01983014531626698,0.28934394056570023,-0.31996641241969076,-0.33979655773595774,,,False,0.021224408023630487,0.16552671965628252,-0.19485074045778633,-0.21607514848141682,,,False
324.0,0.014875840242869143,0.30196344862155233,-0.33667165875895005,-0.3515474990018192,,,False,0.021334949595417096,0.16085374292874946,-0.18990184694765394,-0.21123679654307104,,,False
325.0,0.016236862760472703,0.38137373684210524,-0.41550575016837166,-0.43174261292884436,,,False,0.021370360960138474,0.16041257679913973,-0.1894489248383986,-0.21081928579853706,,,False
326.0,0.015038330656402976,0.12189356641603878,-0.15113229984193416,-0.16617063049833714,,,False,0.021228796719178905,0.16021515252416654,-0.1893487538180978,-0.2105775505372767,,,False
327.0,0.018213588331543185,0.21053561833154233,-0.24051949187145355,-0.25873308020299673,,,False,0.021507467802840463,0.1646671596849256,-0.193866547861134,-0.21537401566397446,,,False
328.0,0.016319745574650935,0.18278571285356102,-0.2133228995285399,-0.22964264510319082,,,False,0.021781061177348154,0.15686356390977335,-0.18587951924930074,-0.2076605804266489,,,False
329.0,0.02160375637247891,0.27526361475116234,-0.3040101805338676,-0.3256139369063465,0.0,0.02160375637247891,True,0.021698420436806337,0.15650609308986635,-0.1857227770798771,-0.20742119751668345,0.0,0.021698420436806337,True
330.0,0.015194063909774458,0.2429186863587537,-0.27550925930822956,-0.290703323218004,,,False,0.02165929991765131,0.16749068814894263,-0.19730381019169235,-0.21896311010934366,,,False
331.0,0.01946902832199554,0.18720978231292448,-0.21486677067175436,-0.2343357989937499,,,False,0.021773134683733125,0.17250549480844884,-0.20236711987563477,-0.2241402545593679,,,False
332.0,0.014402404576321776,0.08662345864661591,-0.11571200017426359,-0.13011440475058536,,,False,0.021896198434777414,0.16443088184747495,-0.19420317664602493,-0.21609937508080235,,,False
333.0,0.016010096211361763,0.1621932918009298,-0.191636885622392,-0.20764698183375377,,,False,0.02171136417531927,0.16308152953813007,-0.1930207428300742,-0.21473210700539347,,,False
334.0,0.018287427106456644,0.24069060902255518,-0.27015086026350255,-0.2884382873699592,,,False,0.021971004606158306,0.16016123702112325,-0.18996855976306737,-0.21193956436922567,,,False
335.0,0.015391951757966371,0.11869567597565306,-0.1468895595903176,-0.16228151134828397,,,False,0.02200180660401002,0.16418032187611775,-0.19421430757896418,-0.2162161141829742,,,False
336.0,0.01734910856844496,0.13127820515574687,-0.15981737917241068,-0.17716648774085564,,,False,0.022170872490750698,0.17028708020050032,-0.200444159786698,-0.2226150322774487,,,False
337.0,0.01699611034968379,0.24205219656283591,-0.2720234854864342,-0.28901959583611797,,,False,0.02196450081274623,0.1702174815610445,-0.20065684653193594,-0.22262134734468217,,,False
338.0,0.016122581578947387,0.0822839377013949,-0.10918171000248614,-0.12530429158143352,,,False,0.022059641534789398,0.16590807196562699,-0.19630257032679777,-0.21836221186158716,,,False
339.0,0.015273820198711097,0.20160781417830184,-0.23288336046052532,-0.24815718065923642,0.0,0.015273820198711097,True,0.02252390030075188,0.16876431077694118,-0.19908795090368664,-0.22161185120443852,0.0,0.02252390030075188,True
340.0,0.018445559396109423,0.19261545005370487,-0.21922368512445023,-0.23766924452055965,,,False,0.021849228905000656,0.17038733977801537,-0.20125696521410558,-0.22310619411910623,,,False
341.0,0.01673001240004774,0.017186944146078718,-0.04168643737225487,-0.05841644977230261,,,False,0.021713249506504356,0.1654153967060497,-0.19605941378440633,-0.2177726632909107,,,False
342.0,0.020936318431793832,0.2877945223773705,-0.3157572107875194,-0.3366935292193132,,,False,0.022052617687074838,0.17604495238095122,-0.20662412693605325,-0.2286767446231281,,,False
343.0,0.019179199445041234,0.1865133086287143,-0.21448990560141967,-0.2336691050464609,,,False,0.02194084103831004,0.17396461260293508,-0.20478437616786538,-0.22672521720617542,,,False
344.0,0.017183459854397898,0.26465934085213055,-0.29536337545789293,-0.3125468353122908,,,False,0.02187595688566657,0.17321966129609617,-0.20420484732520472,-0.2260808042108713,,,False
345.0,0.018698281667860195,0.3051516104547088,-0.3359442911470854,-0.3546425728149456,,,False,0.02208430596491226,0.16842698460436717,-0.19910586053583879,-0.22119016650075105,,,False
346.0,0.018882022935314546,0.2435038045112768,-0.27072014758295454,-0.2896021705182691,,,False,0.022661159870509623,0.16710840852130235,-0.1977870013250081,-0.22044816119551772,,,False
347.0,0.01742962723356012,0.27622655782312794,-0.307772201112815,-0.3252018283463751,,,False,0.0218328734359709,0.17127842427497203,-0.2023840011539731,-0.224216874589944,,,False
348.0,0.017945183017663235,0.1479050483351233,-0.17410808029172908,-0.19205326330939232,,,False,0.022041218428213438,0.16592235087719184,-0.19662177522509733,-0.21866299365331077,,,False
349.0,0.01990239191789006,0.2626317150017894,-0.29158110035785095,-0.311483492275741,0.0,0.01990239191789006,True,0.022071952881012047,0.16600831793770032,-0.19682835799978415,-0.2189003108807962,0.0,0.022071952881012047,True
350.0,0.014909363686597454,0.2746611639813823,-0.3084370372982194,-0.3233464009848169,,,False,0.021748417552213878,0.16655556963838059,-0.19747015573923993,-0.2192185732914538,,,False
351.0,0.01851507048633491,0.14966744396706066,-0.17602359168520104,-0.19453866217153595,,,False,0.022123648154314363,0.1625327651271023,-0.19316818162167804,-0.2152918297759924,,,False
352.0,0.015016043752834496,0.10943140136054372,-0.1374931948879995,-0.152509238640834,,,False,0.022257755145005387,0.17421873827425616,-0.20507303978274172,-0.2273307949277471,,,False
353.0,0.02231557830827069,0.13307228929466527,-0.15767134359154464,-0.17998692189981533,,,False,0.02222097157298006,0.16971771535982713,-0.20046223516686262,-0.22268320673984268,,,False
354.0,0.018769910454708216,0.20125433154314296,-0.22910718670218633,-0.24787709715689454,,,False,0.021803828888888932,0.17107269387754992,-0.20215026524285606,-0.223954094131745,,,False
355.0,0.013030586710824799,0.3753052670963119,-0.41224178489581265,-0.42527237160663744,,,False,0.02255334848728968,0.16898893233082593,-0.19983801903351123,-0.2223913675208009,,,False
356.0,0.018367182059315035,0.1925139212316496,-0.22039164178316123,-0.23875882384247626,,,False,0.02216946690297178,0.16924951629072574,-0.20031639995168166,-0.22248586685465344,,,False
357.0,0.017927454054183167,0.1914234357321871,-0.21978959181868035,-0.23771704587286352,,,False,0.022311593331543172,0.17343054350161038,-0.20456256773705622,-0.2268741610685994,,,False
358.0,0.01860357116959066,0.1794251095596132,-0.2070425769839333,-0.22564614815352396,,,False,0.02269470775152166,0.16968384890798321,-0.2006201445400993,-0.22331485229162096,,,False
359.0,0.02065940021959667,0.40673326924453934,-0.438885328052225,-0.4595447282718217,0.0,0.02065940021959667,True,0.022920959439670596,0.17244544933762895,-0.2036344295750082,-0.2265553890146788,0.0,0.022920959439670596,True
360.0,0.01714959158789836,0.140295131757966,-0.16783818230133798,-0.18498777388923635,,,False,0.022454894076858856,0.17423783709273075,-0.20566816107806912,-0.22812305515492798,,,False
361.0,0.01881553923320209,0.18779386788399335,-0.21467683567785584,-0.23349237491105793,,,False,0.022760869541114753,0.1718745692803426,-0.20327658957443495,-0.2260374591155497,,,False
362.0,0.017881544892588752,0.38099357608306383,-0.41268814322121916,-0.4305696881138079,,,False,0.02259203688089273,0.167362097028284,-0.19884578919375123,-0.22143782607464396,,,False
363.0,0.017974806908939073,0.16099394271392692,-0.18827178399626554,-0.2062465909052046,,,False,0.02209644829394919,0.17505390261367595,-0.20683631122001322,-0.2289327595139624,,,False
364.0,0.018213033308867477,0.13515687683494373,-0.16071596252757597,-0.17892899583644345,,,False,0.022544933190118188,0.17375505836018518,-0.20520156705911108,-0.22774650024922927,,,False
365.0,0.018243397074233336,0.26628513354815553,-0.2964276514459671,-0.31467104852020045,,,False,0.022483477932330853,0.16712014572144546,-0.19849374030313183,-0.22097721823546268,,,False
366.0,0.017578099200978747,0.21696885499462887,-0.2463816048418726,-0.26395970404285135,,,False,0.02221060649958234,0.17233095130683757,-0.20387019699163883,-0.22608080349122117,,,False
367.0,0.021141049949278068,0.2509158413891871,-0.2776643329290975,-0.29880538287837555,,,False,0.022941102506862432,0.16508096419620372,-0.1963007773266549,-0.21924187983351734,,,False
368.0,0.017229401999641986,0.13402360257787332,-0.1605533676395318,-0.17778276963917378,,,False,0.022493612544456393,0.16935050984604275,-0.20090102001478605,-0.22339463255924244,,,False
369.0,0.01922057490631346,0.2249035044754731,-0.25203073758991923,-0.2712513124962327,0.0,0.01922057490631346,True,0.022192813175199888,0.17011222019333946,-0.20169319732132018,-0.22388601049652007,0.0,0.022192813175199888,True
370.0,0.015909594993436027,0.18445856426781124,-0.213731329328828,-0.22964092432226402,,,False,0.02265253612125548,0.1723598317221614,-0.2037709624702818,-0.2264234985915373,,,False
371.0,0.013675698366750227,0.03682213354815658,-0.06222399061123357,-0.0758996889779838,,,False,0.022501740595536446,0.16925518152524074,-0.20075037687035352,-0.22325211746588997,,,False
372.0,0.016970061608187176,0.1869607883995686,-0.2161202963408403,-0.23309035794902747,,,False,0.022582578635875455,0.175197522377371,-0.20673423742785435,-0.2293168160637298,,,False
373.0,0.021685151493018306,0.23862149516648717,-0.2669880636820103,-0.2886732151750286,,,False,0.02321798450232726,0.16915205943429903,-0.20054606601679098,-0.22376405051911824,,,False
374.0,0.019280436226280007,0.10283689867525855,-0.1271513850942589,-0.14643182132053892,,,False,0.022669452416756164,0.16750114357321785,-0.19954164445409867,-0.22221109687085483,,,False
375.0,0.017705914246926857,0.19969008199069105,-0.2283902156238647,-0.24609612987079155,,,False,0.02306028329812626,0.17940261403508678,-0.21136400920871729,-0.23442429250684355,,,False
376.0,0.015833525837212148,0.15194876799140689,-0.18107735188790314,-0.19691087772511529,,,False,0.022520581158252784,0.17264958575008818,-0.20481975866464242,-0.2273403398228952,,,False
377.0,0.018188467234156847,0.29870882563551665,-0.3300073604108478,-0.3481958276450047,,,False,0.02300177291681585,0.17459591049051104,-0.2064105629273532,-0.22941233584416906,,,False
378.0,0.01917269880654017,0.06453861331901069,-0.08787235851853159,-0.10704505732507176,,,False,0.022547066259100107,0.17070362835660474,-0.20262315560805488,-0.225170221867155,,,False
379.0,0.018504774035684513,0.2084060927318297,-0.23837359732233532,-0.25687837135801983,0.0,0.018504774035684513,True,0.02345787158073756,0.17104693161474988,-0.20288819539777891,-0.22634606697851647,0.0,0.02345787158073756,True
380.0,0.016625351803914612,0.20210807984246298,-0.23203612621202324,-0.24866147801593785,,,False,0.02233718341210167,0.16778206552094427,-0.19987009102561676,-0.22220727443771843,,,False
381.0,0.018844043027807622,0.16147820658789705,-0.18800879055815334,-0.20685283358596096,,,False,0.022055165923141218,0.1730029452201923,-0.2046533653522009,-0.22670853127534213,,,False
382.0,0.01996737711779456,0.26691014643752015,-0.29704765512276676,-0.3170150322405613,,,False,0.022453434949874673,0.1752807282491933,-0.2065590400559602,-0.22901247500583488,,,False
383.0,0.01562608433404941,0.16844993089867313,-0.1976517238755876,-0.21327780820963702,,,False,0.022593029679556065,0.17095617794486134,-0.20219560110087637,-0.22478863078043243,,,False
384.0,0.014176459995822926,0.12232947905477752,-0.1523238988858945,-0.16650035888171744,,,False,0.022594564958228952,0.16884151843895343,-0.2001106986813272,-0.22270526363955614,,,False
385.0,0.018195708644826364,0.1177537368421037,-0.1440897077912272,-0.16228541643605357,,,False,0.022681610631340304,0.17059469924811899,-0.2020200182832962,-0.2247016289146365,,,False
386.0,0.0195352021356964,0.17987791550304302,-0.2061555185474498,-0.2256907206831462,,,False,0.022959501632653034,0.1766737619047608,-0.20846452702618945,-0.23142402865884248,,,False
387.0,0.01767065218045112,0.02067317830289889,-0.04386817450766148,-0.0615388266881126,,,False,0.023120747154195043,0.17182379591836613,-0.20364291595306006,-0.2267636631072551,,,False
388.0,0.019287300717866107,0.09456062047977043,-0.11909137683068269,-0.1383786775485488,,,False,0.02263755315550786,0.17564715109201462,-0.20777366809357206,-0.23041122124907992,,,False
389.0,0.01795897511755587,0.1582051467955595,-0.18621824224430633,-0.2041772173618622,0.0,0.01795897511755587,True,0.02306877885547204,0.17140569638381584,-0.203292971423021,-0.22636175027849303,0.0,0.02306877885547204,True
390.0,0.019914863402554023,0.10041563766559126,-0.12401352117532843,-0.14392838457788246,,,False,0.022916367966344414,0.17863398245613915,-0.21081066195823372,-0.23372702992457814,,,False
391.0,0.01562751435612847,0.1288151392767634,-0.15837691673221055,-0.17400443108833902,,,False,0.022642870852727093,0.17447460186179636,-0.20676105820331075,-0.22940392905603785,,,False
392.0,0.019500735892111265,0.12445170605084074,-0.14990327844245907,-0.16940401433457034,,,False,0.0233938845828858,0.1719160508413881,-0.20391390725331082,-0.22730779183619662,,,False
393.0,0.012215141700680304,0.08407505442176755,-0.11331374760012128,-0.12552888930080158,,,False,0.023357170252416765,0.17244059076261992,-0.20487550855048248,-0.22823267880289924,,,False
394.0,0.017861207763456344,0.2963199602577866,-0.3284311051829402,-0.34629231294639656,,,False,0.022857740289414008,0.17274376655925427,-0.20537175468599972,-0.22822949497541373,,,False
395.0,0.02067002006385013,0.1056957647690645,-0.1290118747595285,-0.14968189482337863,,,False,0.023393588767752715,0.1665774640171845,-0.19874346831261958,-0.2221370570803723,,,False
396.0,0.017576477372001464,0.22138355424274936,-0.25066242079290396,-0.2682388981649054,,,False,0.023251738420455914,0.1750764883637655,-0.20738231939792234,-0.23063405781837826,,,False
397.0,0.0201501907148825,0.195328465091299,-0.2210182990727662,-0.2411684897876487,,,False,0.02313829436686954,0.1712348510562109,-0.20364129093198968,-0.22677958529885922,,,False
398.0,0.017584270433225968,0.2623684522019327,-0.29469876046555676,-0.31228303089878273,,,False,0.02308155687074831,0.17623242857142746,-0.20865108276632544,-0.23173263963707375,,,False
399.0,0.015746848542785574,0.2903125735767981,-0.3216493326752686,-0.33739618121805415,0.0,0.015746848542785574,True,0.02323146414727295,0.17101563623343943,-0.20326175167253718,-0.22649321581981013,0.0,0.02323146414727295,True
400.0,0.016489831240601494,0.24373906086645267,-0.27387642134527906,-0.29036625258588056,,,False,0.023068277327843445,0.17212155245255908,-0.20452091743472883,-0.22758919476257228,,,False
401.0,0.03260154349803079,-0.008764308270676901,-0.000839821677587331,-0.03344136517561812,,,False,0.040591591467955636,0.014947634801288169,-0.02253853145821618,-0.06313012292617182,,,False
